date,value
2014-09-05,0.0228
2014-09-08,0.0194
2014-09-09,0.0174
2014-09-10,0.0137
2014-09-11,0.0101
2014-09-12,0.01
2014-09-15,0.009
2014-09-16,0.0091
2014-09-17,0.0099
2014-09-18,0.0113
2014-09-19,0.0156
2014-09-22,0.016
2014-09-23,0.0217
2014-09-24,0.0219
2014-09-25,0.0249
2014-09-26,0.0264
2014-09-29,0.0233
2014-09-30,0.0232
2014-10-01,0.0276
2014-10-02,0.0336
2014-10-03,0.0334
2014-10-06,0.0335
2014-10-07,0.031
2014-10-08,0.03
2014-10-09,0.0273
2014-10-10,0.0273
2014-10-13,0.0292
2014-10-14,0.0298
2014-10-15,0.0691
2014-10-16,0.087
2014-10-17,0.0863
2014-10-20,0.0857
2014-10-21,0.077
2014-10-22,0.0685
2014-10-23,0.0523
2014-10-24,0.0455
2014-10-27,0.0383
2014-10-28,0.0299
2014-10-29,0.0295
2014-10-30,0.0272
2014-10-31,0.0231
2014-11-03,0.0154
2014-11-04,0.0156
2014-11-05,0.0128
2014-11-06,0.0125
2014-11-07,0.0114
2014-11-10,0.0101
2014-11-11,0.0094
2014-11-12,0.0091
2014-11-13,0.0072
2014-11-14,0.0062
2014-11-17,0.0057
2014-11-18,0.0056
2014-11-19,0.0051
2014-11-20,0.0046
2014-11-21,0.0082
2014-11-24,0.0079
2014-11-25,0.0062
2014-11-26,0.0048
2014-11-28,0.005
2014-12-01,0.0057
2014-12-02,0.0082
2014-12-03,0.0085
2014-12-04,0.0086
2014-12-05,0.0083
2014-12-08,0.0103
2014-12-09,0.0135
2014-12-10,0.0134
2014-12-11,0.011
2014-12-12,0.0175
2014-12-15,0.0209
2014-12-16,0.0201
2014-12-17,0.0239
2014-12-18,0.0241
2014-12-19,0.026
2014-12-22,0.022
2014-12-23,0.02
2014-12-24,0.0168
2014-12-26,0.0128
2014-12-29,0.0098
2014-12-30,0.0077
2014-12-31,0.0072
2015-01-02,0.0065
2015-01-05,0.0128
2015-01-06,0.0264
2015-01-07,0.0297
2015-01-08,0.0264
2015-01-09,0.0312
2015-01-12,0.0259
2015-01-13,0.0226
2015-01-14,0.0242
2015-01-15,0.0332
2015-01-16,0.0372
2015-01-20,0.0429
2015-01-21,0.043
2015-01-22,0.0826
2015-01-23,0.109
2015-01-26,0.1202
2015-01-27,0.1156
2015-01-28,0.1164
2015-01-29,0.1201
2015-01-30,0.115
2015-02-02,0.1107
2015-02-03,0.1325
2015-02-04,0.1343
2015-02-05,0.125
2015-02-06,0.1113
2015-02-09,0.1
2015-02-10,0.0987
2015-02-11,0.086
2015-02-12,0.0948
2015-02-13,0.0903
2015-02-17,0.0758
2015-02-18,0.0804
2015-02-19,0.0727
2015-02-20,0.0617
2015-02-23,0.0586
2015-02-24,0.0485
2015-02-25,0.034
2015-02-26,0.0504
2015-02-27,0.0413
2015-03-02,0.0322
2015-03-03,0.0242
2015-03-04,0.0273
2015-03-05,0.026
2015-03-06,0.0323
2015-03-09,0.0318
2015-03-10,0.0619
2015-03-11,0.1116
2015-03-12,0.1351
2015-03-13,0.1472
2015-03-16,0.1549
2015-03-17,0.1506
2015-03-18,0.1706
2015-03-19,0.1747
2015-03-20,0.1932
2015-03-23,0.1948
2015-03-24,0.1958
2015-03-25,0.1843
2015-03-26,0.1782
2015-03-27,0.1662
2015-03-30,0.1727
2015-03-31,0.1735
2015-04-01,0.1652
2015-04-02,0.166
2015-04-06,0.1244
2015-04-07,0.1288
2015-04-08,0.1106
2015-04-09,0.1157
2015-04-10,0.1126
2015-04-13,0.1066
2015-04-14,0.0859
2015-04-15,0.0728
2015-04-16,0.0629
2015-04-17,0.0692
2015-04-20,0.0736
2015-04-21,0.0679
2015-04-22,0.0589
2015-04-23,0.0654
2015-04-24,0.0663
2015-04-27,0.0745
2015-04-28,0.0719
2015-04-29,0.0782
2015-04-30,0.1046
2015-05-01,0.1149
2015-05-04,0.1193
2015-05-05,0.1194
2015-05-06,0.136
2015-05-07,0.1307
2015-05-08,0.1421
2015-05-11,0.1366
2015-05-12,0.1268
2015-05-13,0.1304
2015-05-14,0.1229
2015-05-15,0.1165
2015-05-18,0.1135
2015-05-19,0.1292
2015-05-20,0.1226
2015-05-21,0.1145
2015-05-22,0.1059
2015-05-26,0.0959
2015-05-27,0.1002
2015-05-28,0.0908
2015-05-29,0.0941
2015-06-01,0.0912
2015-06-02,0.1103
2015-06-03,0.1183
2015-06-04,0.1203
2015-06-05,0.1282
2015-06-08,0.1416
2015-06-09,0.1419
2015-06-10,0.1554
2015-06-11,0.1477
2015-06-12,0.1522
2015-06-15,0.1592
2015-06-16,0.1565
2015-06-17,0.1574
2015-06-18,0.1579
2015-06-19,0.1479
2015-06-22,0.1558
2015-06-23,0.1677
2015-06-24,0.1594
2015-06-25,0.1519
2015-06-26,0.1469
2015-06-29,0.1749
2015-06-30,0.1944
2015-07-01,0.2009
2015-07-02,0.2005
2015-07-06,0.208
2015-07-07,0.2277
2015-07-08,0.2274
2015-07-09,0.2288
2015-07-10,0.2307
2015-07-13,0.2608
2015-07-14,0.2621
2015-07-15,0.2601
2015-07-16,0.2554
2015-07-17,0.2455
2015-07-20,0.23
2015-07-21,0.2306
2015-07-22,0.2139
2015-07-23,0.2011
2015-07-24,0.1843
2015-07-27,0.1978
2015-07-28,0.1933
2015-07-29,0.1852
2015-07-30,0.1781
2015-07-31,0.1639
2015-08-03,0.1486
2015-08-04,0.1416
2015-08-05,0.139
2015-08-06,0.1306
2015-08-07,0.1225
2015-08-10,0.1117
2015-08-11,0.1108
2015-08-12,0.1335
2015-08-13,0.132
2015-08-14,0.1298
2015-08-17,0.1262
2015-08-18,0.1304
2015-08-19,0.1303
2015-08-20,0.163
2015-08-21,0.2024
2015-08-24,0.2399
2015-08-25,0.263
2015-08-26,0.2859
2015-08-27,0.284
2015-08-28,0.2909
2015-08-31,0.2949
2015-09-01,0.3033
2015-09-02,0.3076
2015-09-03,0.2983
2015-09-04,0.3094
2015-09-08,0.3025
2015-09-09,0.2891
2015-09-10,0.2873
2015-09-11,0.2894
2015-09-14,0.2789
2015-09-15,0.2762
2015-09-16,0.2669
2015-09-17,0.2586
2015-09-18,0.3157
2015-09-21,0.3309
2015-09-22,0.3658
2015-09-23,0.3824
2015-09-24,0.3834
2015-09-25,0.3693
2015-09-28,0.3668
2015-09-29,0.3455
2015-09-30,0.3358
2015-10-01,0.3137
2015-10-02,0.2953
2015-10-05,0.2795
2015-10-06,0.2666
2015-10-07,0.2665
2015-10-08,0.2501
2015-10-09,0.2397
2015-10-12,0.2333
2015-10-13,0.2335
2015-10-14,0.2374
2015-10-15,0.2235
2015-10-16,0.2128
2015-10-19,0.1985
2015-10-20,0.1982
2015-10-21,0.1966
2015-10-22,0.2229
2015-10-23,0.2224
2015-10-26,0.2188
2015-10-27,0.2248
2015-10-28,0.2279
2015-10-29,0.2295
2015-10-30,0.2226
2015-11-02,0.2122
2015-11-03,0.1993
2015-11-04,0.1922
2015-11-05,0.1844
2015-11-06,0.1897
2015-11-09,0.1999
2015-11-10,0.192
2015-11-11,0.1821
2015-11-12,0.2027
2015-11-13,0.2052
2015-11-16,0.2106
2015-11-17,0.2107
2015-11-18,0.1975
2015-11-19,0.1946
2015-11-20,0.1789
2015-11-23,0.1677
2015-11-24,0.1668
2015-11-25,0.1634
2015-11-27,0.124
2015-11-30,0.1074
2015-12-01,0.0917
2015-12-02,0.0846
2015-12-03,0.1837
2015-12-04,0.2069
2015-12-07,0.2286
2015-12-08,0.2641
2015-12-09,0.2711
2015-12-10,0.2838
2015-12-11,0.2954
2015-12-14,0.3043
2015-12-15,0.3001
2015-12-16,0.2861
2015-12-17,0.2796
2015-12-18,0.2786
2015-12-21,0.279
2015-12-22,0.2773
2015-12-23,0.2724
2015-12-24,0.2641
2015-12-28,0.2419
2015-12-29,0.2324
2015-12-30,0.2154
2015-12-31,0.1966
2016-01-04,0.1981
2016-01-05,0.18
2016-01-06,0.1815
2016-01-07,0.2114
2016-01-08,0.2322
2016-01-11,0.2416
2016-01-12,0.2419
2016-01-13,0.2346
2016-01-14,0.2347
2016-01-15,0.2617
2016-01-19,0.2479
2016-01-20,0.2729
2016-01-21,0.2695
2016-01-22,0.2589
2016-01-25,0.256
2016-01-26,0.2579
2016-01-27,0.2537
2016-01-28,0.255
2016-01-29,0.2431
2016-02-01,0.2324
2016-02-02,0.2403
2016-02-03,0.2464
2016-02-04,0.2642
2016-02-05,0.2706
2016-02-08,0.3173
2016-02-09,0.3356
2016-02-10,0.305
2016-02-11,0.3461
2016-02-12,0.3584
2016-02-16,0.3592
2016-02-17,0.3393
2016-02-18,0.3215
2016-02-19,0.309
2016-02-22,0.3187
2016-02-23,0.3109
2016-02-24,0.314
2016-02-25,0.295
2016-02-26,0.2815
2016-02-29,0.2948
2016-03-01,0.3037
2016-03-02,0.3184
2016-03-03,0.3054
2016-03-04,0.3006
2016-03-07,0.2978
2016-03-08,0.2942
2016-03-09,0.2897
2016-03-10,0.2997
2016-03-11,0.3212
2016-03-14,0.3126
2016-03-15,0.3108
2016-03-16,0.3064
2016-03-17,0.319
2016-03-18,0.3077
2016-03-21,0.2891
2016-03-22,0.278
2016-03-23,0.2556
2016-03-24,0.2526
2016-03-28,0.2116
2016-03-29,0.2
2016-03-30,0.2006
2016-03-31,0.1979
2016-04-01,0.196
2016-04-04,0.1871
2016-04-05,0.1944
2016-04-06,0.1914
2016-04-07,0.1885
2016-04-08,0.1963
2016-04-11,0.1959
2016-04-12,0.1829
2016-04-13,0.1848
2016-04-14,0.1819
2016-04-15,0.172
2016-04-18,0.1635
2016-04-19,0.1623
2016-04-20,0.1556
2016-04-21,0.1461
2016-04-22,0.1599
2016-04-25,0.1705
2016-04-26,0.1724
2016-04-27,0.1721
2016-04-28,0.1823
2016-04-29,0.2155
2016-05-02,0.2117
2016-05-03,0.2527
2016-05-04,0.2564
2016-05-05,0.2552
2016-05-06,0.254
2016-05-09,0.2415
2016-05-10,0.235
2016-05-11,0.2256
2016-05-12,0.2133
2016-05-13,0.1972
2016-05-16,0.1758
2016-05-17,0.1596
2016-05-18,0.1566
2016-05-19,0.1451
2016-05-20,0.1415
2016-05-23,0.1432
2016-05-24,0.1621
2016-05-25,0.1704
2016-05-26,0.1721
2016-05-27,0.1615
2016-05-31,0.1622
2016-06-01,0.1603
2016-06-02,0.1549
2016-06-03,0.1383
2016-06-06,0.1503
2016-06-07,0.1526
2016-06-08,0.1524
2016-06-09,0.1538
2016-06-10,0.1897
2016-06-13,0.212
2016-06-14,0.2254
2016-06-15,0.2275
2016-06-16,0.2478
2016-06-17,0.2473
2016-06-20,0.2622
2016-06-21,0.2677
2016-06-22,0.2605
2016-06-23,0.2748
2016-06-24,0.3593
2016-06-27,0.4163
2016-06-28,0.4459
2016-06-29,0.4606
2016-06-30,0.47
2016-07-01,0.463
2016-07-05,0.4656
2016-07-06,0.4581
2016-07-07,0.4455
2016-07-08,0.4292
2016-07-11,0.4133
2016-07-12,0.4095
2016-07-13,0.3962
2016-07-14,0.3841
2016-07-15,0.3792
2016-07-18,0.3658
2016-07-19,0.3566
2016-07-20,0.3462
2016-07-21,0.3324
2016-07-22,0.3206
2016-07-25,0.3061
2016-07-26,0.2921
2016-07-27,0.2958
2016-07-28,0.2847
2016-07-29,0.2759
2016-08-01,0.2638
2016-08-02,0.2872
2016-08-03,0.273
2016-08-04,0.2894
2016-08-05,0.2893
2016-08-08,0.2833
2016-08-09,0.2791
2016-08-10,0.2657
2016-08-11,0.2526
2016-08-12,0.2384
2016-08-15,0.2255
2016-08-16,0.2097
2016-08-17,0.2038
2016-08-18,0.191
2016-08-19,0.1895
2016-08-22,0.1864
2016-08-23,0.186
2016-08-24,0.1789
2016-08-25,0.1724
2016-08-26,0.1575
2016-08-29,0.1519
2016-08-30,0.1476
2016-08-31,0.1448
2016-09-01,0.1457
2016-09-02,0.1333
2016-09-06,0.1161
2016-09-07,0.1213
2016-09-08,0.1234
2016-09-09,0.1125
2016-09-12,0.1149
2016-09-13,0.1368
2016-09-14,0.136
2016-09-15,0.1305
2016-09-16,0.1392
2016-09-19,0.1382
2016-09-20,0.1399
2016-09-21,0.1291
2016-09-22,0.1564
2016-09-23,0.1766
2016-09-26,0.196
2016-09-27,0.2048
2016-09-28,0.2032
2016-09-29,0.1965
2016-09-30,0.1891
2016-10-03,0.1884
2016-10-04,0.1719
2016-10-05,0.1755
2016-10-06,0.1689
2016-10-07,0.1713
2016-10-10,0.1711
2016-10-11,0.158
2016-10-12,0.1462
2016-10-13,0.1541
2016-10-14,0.1573
2016-10-17,0.1619
2016-10-18,0.1771
2016-10-19,0.1733
2016-10-20,0.1706
2016-10-21,0.1516
2016-10-24,0.1459
2016-10-25,0.1411
2016-10-26,0.1408
2016-10-27,0.1426
2016-10-28,0.1388
2016-10-31,0.1461
2016-11-01,0.1423
2016-11-02,0.1516
2016-11-03,0.1682
2016-11-04,0.1717
2016-11-07,0.159
2016-11-08,0.1573
2016-11-09,0.1597
2016-11-10,0.1695
2016-11-11,0.1737
2016-11-14,0.163
2016-11-15,0.1678
2016-11-16,0.1715
2016-11-17,0.1702
2016-11-18,0.1656
2016-11-21,0.1628
2016-11-22,0.1732
2016-11-23,0.1712
2016-11-25,0.1569
2016-11-28,0.1618
2016-11-29,0.1562
2016-11-30,0.1537
2016-12-01,0.1492
2016-12-02,0.1688
2016-12-05,0.1623
2016-12-06,0.1712
2016-12-07,0.1728
2016-12-08,0.1725
2016-12-09,0.1866
2016-12-12,0.1916
2016-12-13,0.1924
2016-12-14,0.2042
2016-12-15,0.2027
2016-12-16,0.1981
2016-12-19,0.2019
2016-12-20,0.1954
2016-12-21,0.1895
2016-12-22,0.1849
2016-12-23,0.1709
2016-12-27,0.1433
2016-12-28,0.1295
2016-12-29,0.1225
2016-12-30,0.1154
2017-01-03,0.1082
2017-01-04,0.1017
2017-01-05,0.0997
2017-01-06,0.0997
2017-01-09,0.1017
2017-01-10,0.1031
2017-01-11,0.0993
2017-01-12,0.1001
2017-01-13,0.0934
2017-01-17,0.1044
2017-01-18,0.1037
2017-01-19,0.104
2017-01-20,0.1021
2017-01-23,0.1054
2017-01-24,0.1008
2017-01-25,0.1019
2017-01-26,0.1011
2017-01-27,0.1011
2017-01-30,0.1031
2017-01-31,0.1055
2017-02-01,0.1098
2017-02-02,0.1201
2017-02-03,0.1201
2017-02-06,0.1302
2017-02-07,0.1341
2017-02-08,0.1405
2017-02-09,0.1292
2017-02-10,0.1199
2017-02-13,0.1092
2017-02-14,0.1039
2017-02-15,0.0966
2017-02-16,0.0928
2017-02-17,0.0892
2017-02-21,0.0792
2017-02-22,0.0798
2017-02-23,0.082
2017-02-24,0.0833
2017-02-27,0.0793
2017-02-28,0.0767
2017-03-01,0.0785
2017-03-02,0.0821
2017-03-03,0.0803
2017-03-06,0.0828
2017-03-07,0.0856
2017-03-08,0.0875
2017-03-09,0.0849
2017-03-10,0.0862
2017-03-13,0.0935
2017-03-14,0.0926
2017-03-15,0.085
2017-03-16,0.0872
2017-03-17,0.0837
2017-03-20,0.0818
2017-03-21,0.0689
2017-03-22,0.0685
2017-03-23,0.0619
2017-03-24,0.0607
2017-03-27,0.0532
2017-03-28,0.0511
2017-03-29,0.0522
2017-03-30,0.0524
2017-03-31,0.0517
2017-04-03,0.0604
2017-04-04,0.0698
2017-04-05,0.0708
2017-04-06,0.0723
2017-04-07,0.072
2017-04-10,0.0648
2017-04-11,0.0545
2017-04-12,0.0553
2017-04-13,0.0488
2017-04-17,0.048
2017-04-18,0.0454
2017-04-19,0.0435
2017-04-20,0.0437
2017-04-21,0.0458
2017-04-24,0.0403
2017-04-25,0.0636
2017-04-26,0.0741
2017-04-27,0.0837
2017-04-28,0.0851
2017-05-01,0.0839
2017-05-02,0.0815
2017-05-03,0.0717
2017-05-04,0.0757
2017-05-05,0.0732
2017-05-08,0.0618
2017-05-09,0.0566
2017-05-10,0.049
2017-05-11,0.0401
2017-05-12,0.0396
2017-05-15,0.0367
2017-05-16,0.0325
2017-05-17,0.0417
2017-05-18,0.0397
2017-05-19,0.041
2017-05-22,0.0381
2017-05-23,0.0316
2017-05-24,0.0246
2017-05-25,0.0195
2017-05-26,0.0192
2017-05-30,0.0148
2017-05-31,0.0118
2017-06-01,0.01
2017-06-02,0.0089
2017-06-05,0.0075
2017-06-06,0.0049
2017-06-07,0.0053
2017-06-08,0.0047
2017-06-09,0.0108
2017-06-12,0.0108
2017-06-13,0.013
2017-06-14,0.0125
2017-06-15,0.0072
2017-06-16,0.0073
2017-06-19,0.0077
2017-06-20,0.0085
2017-06-21,0.0091
2017-06-22,0.0099
2017-06-23,0.0092
2017-06-26,0.0096
2017-06-27,0.0086
2017-06-28,0.0091
2017-06-29,0.0167
2017-06-30,0.0167
2017-07-03,0.0162
2017-07-05,0.012
2017-07-06,0.0143
2017-07-07,0.0119
2017-07-10,0.0108
2017-07-11,0.0086
2017-07-12,0.0117
2017-07-13,0.0111
2017-07-14,0.0104
2017-07-17,0.01
2017-07-18,0.0085
2017-07-19,0.0087
2017-07-20,0.0075
2017-07-21,0.0086
2017-07-24,0.0074
2017-07-25,0.0077
2017-07-26,0.0067
2017-07-27,0.0062
2017-07-28,0.0054
2017-07-31,0.0047
2017-08-01,0.0054
2017-08-02,0.0048
2017-08-03,0.0051
2017-08-04,0.0048
2017-08-07,0.0049
2017-08-08,0.0051
2017-08-09,0.0079
2017-08-10,0.009
2017-08-11,0.0107
2017-08-14,0.0112
2017-08-15,0.0094
2017-08-16,0.0079
2017-08-17,0.0074
2017-08-18,0.0065
2017-08-21,0.0058
2017-08-22,0.0054
2017-08-23,0.0041
2017-08-24,0.0035
2017-08-25,0.0018
2017-08-28,0.0014
2017-08-29,0.0034
2017-08-30,0.0045
2017-08-31,0.0036
2017-09-01,0.0028
2017-09-05,0.003
2017-09-06,0.0023
2017-09-07,0.0023
2017-09-08,0.0024
2017-09-11,0.0036
2017-09-12,0.0077
2017-09-13,0.0069
2017-09-14,0.0084
2017-09-15,0.0097
2017-09-18,0.0091
2017-09-19,0.0083
2017-09-20,0.0068
2017-09-21,0.0064
2017-09-22,0.0078
2017-09-25,0.0049
2017-09-26,0.0057
2017-09-27,0.0047
2017-09-28,0.0055
2017-09-29,0.0076
2017-10-02,0.0073
2017-10-03,0.0097
2017-10-04,0.009
2017-10-05,0.0109
2017-10-06,0.0114
2017-10-09,0.0143
2017-10-10,0.0123
2017-10-11,0.0118
2017-10-12,0.0113
2017-10-13,0.0084
2017-10-16,0.0067
2017-10-17,0.0058
2017-10-18,0.0034
2017-10-19,0.0045
2017-10-20,0.0043
2017-10-23,0.0039
2017-10-24,0.0041
2017-10-25,0.004
2017-10-26,0.0082
2017-10-27,0.0101
2017-10-30,0.0096
2017-10-31,0.0091
2017-11-01,0.0075
2017-11-02,0.0088
2017-11-03,0.0074
2017-11-06,0.0068
2017-11-07,0.0059
2017-11-08,0.0075
2017-11-09,0.003
2017-11-10,0.0032
2017-11-13,0.0035
2017-11-14,0.0018
2017-11-15,0.0019
2017-11-16,0.0022
2017-11-17,0.0018
2017-11-20,0.0025
2017-11-21,0.0028
2017-11-22,0.0019
2017-11-24,0.0011
2017-11-27,0.0007
2017-11-28,0.0012
2017-11-29,0.0008
2017-11-30,0.0013
2017-12-01,0.0042
2017-12-04,0.0052
2017-12-05,0.0043
2017-12-06,0.0045
2017-12-07,0.0032
2017-12-08,0.0032
2017-12-11,0.0032
2017-12-12,0.0032
2017-12-13,0.002
2017-12-14,0.0016
2017-12-15,0.0017
2017-12-18,0.0018
2017-12-19,0.003
2017-12-20,0.0035
2017-12-21,0.0023
2017-12-22,0.0019
2017-12-26,0.0016
2017-12-27,0.0015
2017-12-28,0.0012
2017-12-29,0.0013
2018-01-02,0.0015
2018-01-03,0.0014
2018-01-04,0.0024
2018-01-05,0.0019
2018-01-08,0.0019
2018-01-09,0.0017
2018-01-10,0.0032
2018-01-11,0.0058
2018-01-12,0.0091
2018-01-16,0.0035
2018-01-17,0.0039
2018-01-18,0.002
2018-01-19,0.0012
2018-01-22,0.0012
2018-01-23,0.0011
2018-01-24,0.0023
2018-01-25,0.002
2018-01-26,0.0013
2018-01-29,0.0015
2018-01-30,0.002
2018-01-31,0.0013
2018-02-01,0.0016
2018-02-02,0.0073
2018-02-05,0.0207
2018-02-06,0.0342
2018-02-07,0.0448
2018-02-08,0.0503
2018-02-09,0.0496
2018-02-12,0.0455
2018-02-13,0.0409
2018-02-14,0.035
2018-02-15,0.0311
2018-02-16,0.0318
2018-02-20,0.0248
2018-02-21,0.0212
2018-02-22,0.0188
2018-02-23,0.0165
2018-02-26,0.0139
2018-02-27,0.0118
2018-02-28,0.0094
2018-03-01,0.0111
2018-03-02,0.0153
2018-03-05,0.0155
2018-03-06,0.0134
2018-03-07,0.0128
2018-03-08,0.0108
2018-03-09,0.0093
2018-03-12,0.0083
2018-03-13,0.0085
2018-03-14,0.0075
2018-03-15,0.0056
2018-03-16,0.0048
2018-03-19,0.0062
2018-03-20,0.0053
2018-03-21,0.0048
2018-03-22,0.0159
2018-03-23,0.0232
2018-03-26,0.0321
2018-03-27,0.0366
2018-03-28,0.0387
2018-03-29,0.0366
2018-04-02,0.0264
2018-04-03,0.0219
2018-04-04,0.0193
2018-04-05,0.0217
2018-04-06,0.02
2018-04-09,0.0188
2018-04-10,0.0171
2018-04-11,0.0168
2018-04-12,0.0135
2018-04-13,0.0139
2018-04-16,0.0124
2018-04-17,0.0129
2018-04-18,0.01
2018-04-19,0.0056
2018-04-20,0.0047
2018-04-23,0.0035
2018-04-24,0.0034
2018-04-25,0.0035
2018-04-26,0.0028
2018-04-27,0.0025
2018-04-30,0.0025
2018-05-01,0.0027
2018-05-02,0.0025
2018-05-03,0.0017
2018-05-04,0.0017
2018-05-07,0.0024
2018-05-08,0.0023
2018-05-09,0.0029
2018-05-10,0.0036
2018-05-11,0.0041
2018-05-14,0.0035
2018-05-15,0.0025
2018-05-16,0.0023
2018-05-17,0.0024
2018-05-18,0.0044
2018-05-21,0.0072
2018-05-22,0.0092
2018-05-23,0.0123
2018-05-24,0.0158
2018-05-25,0.0206
2018-05-29,0.0557
2018-05-30,0.0722
2018-05-31,0.0797
2018-06-01,0.0768
2018-06-04,0.0747
2018-06-05,0.0776
2018-06-06,0.08
2018-06-07,0.0777
2018-06-08,0.0782
2018-06-11,0.0778
2018-06-12,0.0742
2018-06-13,0.0709
2018-06-14,0.078
2018-06-15,0.0754
2018-06-18,0.0715
2018-06-19,0.0684
2018-06-20,0.0624
2018-06-21,0.0591
2018-06-22,0.0514
2018-06-25,0.0519
2018-06-26,0.0485
2018-06-27,0.0516
2018-06-28,0.0487
2018-06-29,0.0516
2018-07-02,0.0593
2018-07-03,0.06
2018-07-05,0.0443
2018-07-06,0.0421
2018-07-09,0.0392
2018-07-10,0.039
2018-07-11,0.0407
2018-07-12,0.0414
2018-07-13,0.0391
2018-07-16,0.0345
2018-07-17,0.0341
2018-07-18,0.0351
2018-07-19,0.0324
2018-07-20,0.0253
2018-07-23,0.0226
2018-07-24,0.0197
2018-07-25,0.0201
2018-07-26,0.0168
2018-07-27,0.0185
2018-07-30,0.0136
2018-07-31,0.0135
2018-08-01,0.0093
2018-08-02,0.0067
2018-08-03,0.0069
2018-08-06,0.0079
2018-08-07,0.0072
2018-08-08,0.0067
2018-08-09,0.0056
2018-08-10,0.0143
2018-08-13,0.0182
2018-08-14,0.0194
2018-08-15,0.0235
2018-08-16,0.0225
2018-08-17,0.021
2018-08-20,0.0196
2018-08-21,0.0173
2018-08-22,0.0151
2018-08-23,0.0142
2018-08-24,0.0127
2018-08-27,0.0092
2018-08-28,0.0112
2018-08-29,0.0071
2018-08-30,0.0077
2018-08-31,0.0122
2018-09-04,0.014
2018-09-05,0.0163
2018-09-06,0.018
2018-09-07,0.0196
2018-09-10,0.0185
2018-09-11,0.0177
2018-09-12,0.0178
2018-09-13,0.0126
2018-09-14,0.0104
2018-09-17,0.0094
2018-09-18,0.0091
2018-09-19,0.0086
2018-09-20,0.0047
2018-09-21,0.0055
2018-09-24,0.0054
2018-09-25,0.0049
2018-09-26,0.0047
2018-09-27,0.0041
2018-09-28,0.0059
2018-10-01,0.0065
2018-10-02,0.0102
2018-10-03,0.0122
2018-10-04,0.0143
2018-10-05,0.017
2018-10-08,0.031
2018-10-09,0.0391
2018-10-10,0.0548
2018-10-11,0.0797
2018-10-12,0.0944
2018-10-15,0.0984
2018-10-16,0.1041
2018-10-17,0.1032
2018-10-18,0.1073
2018-10-19,0.1046
2018-10-22,0.1049
2018-10-23,0.1259
2018-10-24,0.1217
2018-10-25,0.1252
2018-10-26,0.1356
2018-10-29,0.1446
2018-10-30,0.1395
2018-10-31,0.1313
2018-11-01,0.1088
2018-11-02,0.111
2018-11-05,0.1154
2018-11-06,0.114
2018-11-07,0.1218
2018-11-08,0.1157
2018-11-09,0.1041
2018-11-12,0.0842
2018-11-13,0.0817
2018-11-14,0.0854
2018-11-15,0.0918
2018-11-16,0.0949
2018-11-19,0.1052
2018-11-20,0.1296
2018-11-21,0.1438
2018-11-23,0.1503
2018-11-26,0.1591
2018-11-27,0.1604
2018-11-28,0.1478
2018-11-29,0.1456
2018-11-30,0.129
2018-12-03,0.1386
2018-12-04,0.1358
2018-12-06,0.1556
2018-12-07,0.1631
2018-12-10,0.1873
2018-12-11,0.191
2018-12-12,0.199
2018-12-13,0.2002
2018-12-14,0.1877
2018-12-17,0.1957
2018-12-18,0.1957
2018-12-19,0.1887
2018-12-20,0.1964
2018-12-21,0.1749
2018-12-24,0.1768
2018-12-26,0.1589
2018-12-27,0.162
2018-12-28,0.1724
2018-12-31,0.1701
2019-01-02,0.1176
2019-01-03,0.1345
2019-01-04,0.1543
2019-01-07,0.1585
2019-01-08,0.1618
2019-01-09,0.1544
2019-01-10,0.1524
2019-01-11,0.1396
2019-01-14,0.1381
2019-01-15,0.1312
2019-01-16,0.1326
2019-01-17,0.1337
2019-01-18,0.1481
2019-01-22,0.1433
2019-01-23,0.1422
2019-01-24,0.1206
2019-01-25,0.1066
2019-01-28,0.1133
2019-01-29,0.1159
2019-01-30,0.1111
2019-01-31,0.1039
2019-02-01,0.1022
2019-02-04,0.089
2019-02-05,0.0966
2019-02-06,0.0926
2019-02-07,0.0976
2019-02-08,0.0976
2019-02-11,0.0947
2019-02-12,0.0897
2019-02-13,0.0873
2019-02-14,0.0854
2019-02-15,0.0935
2019-02-19,0.0893
2019-02-20,0.0892
2019-02-21,0.0786
2019-02-22,0.0706
2019-02-25,0.0675
2019-02-26,0.0608
2019-02-27,0.0563
2019-02-28,0.056
2019-03-01,0.0548
2019-03-04,0.0492
2019-03-05,0.0476
2019-03-06,0.042
2019-03-07,0.0276
2019-03-08,0.0382
2019-03-11,0.0519
2019-03-12,0.0563
2019-03-13,0.0616
2019-03-14,0.0596
2019-03-15,0.058
2019-03-18,0.0615
2019-03-19,0.0551
2019-03-20,0.0565
2019-03-21,0.0576
2019-03-22,0.0586
2019-03-25,0.0717
2019-03-26,0.0736
2019-03-27,0.0837
2019-03-28,0.0902
2019-03-29,0.0869
2019-04-01,0.0902
2019-04-02,0.0868
2019-04-03,0.0794
2019-04-04,0.0795
2019-04-05,0.0726
2019-04-08,0.0646
2019-04-09,0.055
2019-04-10,0.0477
2019-04-11,0.0426
2019-04-12,0.0394
2019-04-15,0.0374
2019-04-16,0.0359
2019-04-17,0.0311
2019-04-18,0.0286
2019-04-22,0.0255
2019-04-23,0.0248
2019-04-24,0.0246
2019-04-25,0.0224
2019-04-26,0.0202
2019-04-29,0.017
2019-04-30,0.0144
2019-05-01,0.0132
2019-05-02,0.0126
2019-05-03,0.0096
2019-05-06,0.0074
