date,sentiment,positive,negative,neutral,count,asset_class
2010-11-02,0.348,0.4021,0.0541,0.5438,1,commodity
2010-11-02,-0.2423348780363225,0.13831836873522171,0.3806532467715442,0.48102837786651576,26,equity
2010-11-03,-0.14975,0.2006,0.35035,0.44915000000000005,2,commodity
2010-11-03,-0.4028121274895966,0.05295957220145143,0.455771699691048,0.49126871446004283,26,equity
2010-11-04,0.582,0.629,0.047,0.324,1,commodity
2010-11-04,-0.5066841709642456,0.08807169459760189,0.5947558655618475,0.31717246025800705,26,equity
2010-11-05,-0.4048,0.061,0.4659,0.4731,1,commodity
2010-11-05,-0.42107491166545796,0.07240952300624205,0.4934844346717,0.4341060444712639,26,equity
2010-11-06,-0.32093498717993496,0.07249353930354119,0.39342852648347615,0.5340779346227645,25,equity
2010-11-07,-0.48645006097853183,0.06829682029783726,0.5547468812763691,0.3769562928378582,25,equity
2010-11-08,0.8229,0.8362,0.0133,0.1505,1,commodity
2010-11-08,-0.3971878736853026,0.06878559703293902,0.46597347071824163,0.4652409407381828,26,equity
2010-11-09,0.12030000000000002,0.36045,0.24015,0.3994,2,commodity
2010-11-09,-0.3029726915634595,0.11473913634052643,0.417711827903986,0.467549044209031,26,equity
2010-11-10,-0.2959948951163544,0.08529862055841547,0.3812935156747699,0.5334078825723666,26,equity
2010-11-11,-0.2489333333333333,0.18046666666666666,0.4294,0.3901333333333334,3,commodity
2010-11-11,-0.31877940470496047,0.0829245406202972,0.40170394532525766,0.5153715062456635,26,equity
2010-11-12,-0.47859999999999997,0.08013333333333333,0.5587333333333333,0.36113333333333336,3,commodity
2010-11-12,-0.3282835383254748,0.0714957845182373,0.3997793228437121,0.5287248880530779,26,equity
2010-11-13,-0.3664299472421408,0.089747178517282,0.45617712575942276,0.4540756955742836,25,equity
2010-11-14,-0.19749475240707398,0.1482236338034272,0.3457183862105012,0.5060579779744149,25,equity
2010-11-15,-0.15000000000000002,0.229,0.379,0.39204999999999995,2,commodity
2010-11-15,-0.43977600862630284,0.11109717057731289,0.5508731792036158,0.3380296488220875,26,equity
2010-11-16,-0.33269999999999994,0.043500000000000004,0.37623333333333336,0.5802666666666666,3,commodity
2010-11-16,-0.31379812307512533,0.09701896455282202,0.41081708762794733,0.492163939974629,26,equity
2010-11-17,0.026849999999999985,0.29435,0.2675,0.43815000000000004,2,commodity
2010-11-17,-0.39750809523348624,0.06368947910288206,0.4611975743363683,0.4751129551575734,26,equity
2010-11-18,0.27645000000000003,0.3765,0.1,0.5235,2,commodity
2010-11-18,-0.5091453078919306,0.07074975587714177,0.5798950637690723,0.3493551765210353,26,equity
2010-11-19,-0.43355,0.0547,0.48819999999999997,0.4571,2,commodity
2010-11-19,-0.40325441836522746,0.05142100332663036,0.4546754216918579,0.49390356930402607,26,equity
2010-11-20,-0.45939384210854767,0.04136341128498316,0.5007572533935308,0.45787933707237244,25,equity
2010-11-21,-0.2564192030578852,0.12610015697777271,0.3825193600356579,0.4913804855942726,25,equity
2010-11-22,0.268,0.31485,0.0468,0.6383,2,commodity
2010-11-22,-0.44547918840096545,0.07930764262206279,0.5247868310230283,0.3959055140327949,26,equity
2010-11-23,0.53505,0.57765,0.042550000000000004,0.3798,2,commodity
2010-11-23,-0.3449229051430638,0.1026988372636529,0.4476217424067167,0.4496794052135486,26,equity
2010-11-24,-0.40195000000000003,0.0829,0.4848,0.43235,2,commodity
2010-11-24,-0.24932821614381212,0.14548547802349696,0.3948136941673091,0.4597008116543293,26,equity
2010-11-25,-0.37794020043686033,0.1349538998119533,0.5128941002488137,0.3521519848704338,25,equity
2010-11-26,-0.0757,0.3661,0.4418,0.1921,1,commodity
2010-11-26,-0.41360094380350065,0.08256476171887837,0.49616570552237904,0.4212695330094833,26,equity
2010-11-27,-0.4312010032683611,0.06354014031589031,0.4947411435842514,0.44171871811151503,25,equity
2010-11-28,-0.09897675447165966,0.15578704472631216,0.2547637991979718,0.5894491609930992,25,equity
2010-11-29,0.07419999999999999,0.35455000000000003,0.28035,0.36505,2,commodity
2010-11-29,-0.3109680348290847,0.09863525349646807,0.40960328832555276,0.4917614525900437,26,equity
2010-11-30,-0.055325,0.27737500000000004,0.33277500000000004,0.38985000000000003,4,commodity
2010-11-30,-0.39914303785189986,0.10305430381917037,0.5021973416710702,0.39474837052134365,26,equity
2010-12-01,0.5479666666666666,0.5751000000000001,0.027133333333333332,0.39776666666666666,3,commodity
2010-12-01,-0.31262827317158765,0.08698674517038923,0.3996150183419769,0.5133982240580596,26,equity
2010-12-02,0.0937,0.36556666666666665,0.27186666666666665,0.36256666666666665,3,commodity
2010-12-02,-0.22423542441370395,0.0879069368283336,0.31214236124203754,0.5999507015714278,26,equity
2010-12-03,-0.0692,0.055,0.1242,0.8208,1,commodity
2010-12-03,-0.3672292156574818,0.047378144620989375,0.41460736027847117,0.5380145020496386,26,equity
2010-12-04,-0.4407774781808257,0.0654901010915637,0.5062675792723894,0.4282423149049282,25,equity
2010-12-05,-0.27605866234749554,0.08306970153003931,0.3591283638775349,0.5578019359707832,25,equity
2010-12-06,0.44,0.4887,0.0487,0.4625,1,commodity
2010-12-06,-0.3782943400482719,0.05980542581528425,0.43809976586355615,0.5020948063868743,26,equity
2010-12-07,0.5208,0.5444,0.0236,0.432,1,commodity
2010-12-07,-0.3362550092502855,0.09279685363603327,0.4290518628863188,0.4781512798598179,26,equity
2010-12-08,-0.4090893748574532,0.07019043556199624,0.47927981041944945,0.4505297581736858,26,equity
2010-12-09,0.27145,0.50925,0.23785,0.25295,2,commodity
2010-12-09,-0.3608585432028541,0.07807022712838191,0.438928770331236,0.48300100318514383,26,equity
2010-12-10,-0.2687296834215522,0.10991042319685221,0.3786401066184044,0.5114494623243808,25,equity
2010-12-11,-0.28559990927577017,0.11891268581151962,0.4045125950872898,0.47657474368810654,25,equity
2010-12-12,-0.4698433512386858,0.053629437013655475,0.5234727882523412,0.42289778006116835,25,equity
2010-12-13,0.6233,0.6448,0.0215,0.3337,1,commodity
2010-12-13,-0.3693453091769837,0.08353795823999323,0.452883267416977,0.46357876520890456,26,equity
2010-12-14,0.4578,0.5161,0.0583,0.4256,1,commodity
2010-12-14,-0.3148108108613927,0.118636446682593,0.43344725754398566,0.4479162928003531,26,equity
2010-12-15,-0.5709666666666667,0.0378,0.6087666666666667,0.35346666666666665,3,commodity
2010-12-15,-0.4051963457152939,0.09029313205986486,0.4954894777751587,0.41421739149032005,26,equity
2010-12-16,-0.465862999849308,0.12208180785035858,0.5879448076996666,0.2899733833395518,26,equity
2010-12-17,-0.40250954490441543,0.07259448961569713,0.4751040345201126,0.4523014688434509,26,equity
2010-12-18,-0.3630773129019265,0.09309193022393931,0.4561692431258659,0.45073884818702936,24,equity
2010-12-19,-0.34866191271692515,0.0523405696824193,0.40100248239934444,0.5466569504141807,25,equity
2010-12-20,0.723,0.7851,0.062,0.1529,1,commodity
2010-12-20,-0.30868771905079484,0.08857248454856184,0.3972602035993567,0.5141673115297005,26,equity
2010-12-21,-0.4053261253552941,0.06960992987912434,0.47493605523441845,0.4554540077940776,26,equity
2010-12-22,0.07254999999999999,0.2237,0.1512,0.6251,4,commodity
2010-12-22,-0.23857979401229665,0.12030347784121449,0.35888327185351115,0.5208132522037396,26,equity
2010-12-23,-0.2935506254792787,0.06541327985290152,0.35896390533218014,0.5756228159253414,26,equity
2010-12-24,-0.37800656389445064,0.05789685495197773,0.4359034188464284,0.50619973115623,25,equity
2010-12-25,-0.248042762093246,0.13928257919847964,0.38732534129172563,0.47339208036661146,25,equity
2010-12-26,-0.22542347215116024,0.10901900194585323,0.3344424740970135,0.5565385328233242,25,equity
2010-12-27,0.7544,0.7786,0.0242,0.1971,1,commodity
2010-12-27,-0.36073608094683063,0.10097968728783038,0.461715768234661,0.43730454189846146,26,equity
2010-12-28,-0.3605,0.1014,0.4619,0.4367,1,commodity
2010-12-28,-0.2997654323609403,0.1270434153266251,0.4268088476875654,0.44614773995887774,26,equity
2010-12-29,-0.4114759113066472,0.0630724265311773,0.47454833783782446,0.4623792287535392,26,equity
2010-12-30,0.22,0.315,0.095,0.59,1,commodity
2010-12-30,-0.38964278891682624,0.10301997479051352,0.49266276370733975,0.4043172685801983,25,equity
2010-12-31,-0.04385,0.35435,0.3982,0.24755,2,commodity
2010-12-31,-0.46288968461494034,0.05632982159463259,0.5192195062095729,0.42445066950928706,26,equity
2011-01-01,-0.29635088961571454,0.1411879677325487,0.43753885734826325,0.4212731744721532,25,equity
2011-01-02,-0.4336119811236858,0.09537484329193831,0.5289868244156242,0.3756383394449949,25,equity
2011-01-03,-0.17184987961529538,0.16297244205354497,0.33482232166884035,0.502205257375653,26,equity
2011-01-04,0.5423,0.6693,0.127,0.2037,1,commodity
2011-01-04,-0.18599490445250502,0.12415251601487398,0.310147420467379,0.5657000696429839,26,equity
2011-01-05,-0.27871387233384526,0.13924341505536666,0.41795728738921195,0.4427992979494425,26,equity
2011-01-06,-0.19419999999999998,0.08145,0.2757,0.64285,2,commodity
2011-01-06,-0.37114138181249684,0.0621212488398529,0.4332626306523497,0.5046161265613941,26,equity
2011-01-07,0.315,0.3598,0.0448,0.5954,1,commodity
2011-01-07,-0.4491973779737376,0.04646669736561867,0.4956640753393563,0.45786922754576576,26,equity
2011-01-08,-0.31617565963417293,0.07885438822209835,0.39503004785627127,0.5261155499517918,25,equity
2011-01-09,-0.24971929766237735,0.0854457277804613,0.33516502544283866,0.5793892540037632,25,equity
2011-01-10,0.15200000000000002,0.36466666666666664,0.21266666666666664,0.4226666666666667,3,commodity
2011-01-10,-0.413410680476003,0.09862524482349937,0.5120359252995024,0.3893388330649871,26,equity
2011-01-11,0.3564,0.3815,0.0251,0.5934,1,commodity
2011-01-11,-0.4704878573807386,0.11396280077930826,0.5844506581600469,0.3015865402726027,26,equity
2011-01-12,-0.43745,0.06925,0.50675,0.42400000000000004,2,commodity
2011-01-12,-0.3699962218435338,0.09384105232759164,0.4638372741711254,0.44232166486863905,26,equity
2011-01-13,0.0033999999999999864,0.2753,0.2719,0.45285,2,commodity
2011-01-13,-0.34400876908778,0.11170596407296565,0.4557147331607456,0.43257930473639417,26,equity
2011-01-14,-0.29263333333333336,0.21233333333333335,0.5050333333333333,0.28263333333333335,3,commodity
2011-01-14,-0.16758806749175376,0.1688075288413809,0.33639559633313465,0.49479687357178104,26,equity
2011-01-15,-0.3917902123183012,0.0870800095796585,0.4788702218979597,0.4340497715771198,25,equity
2011-01-16,-0.31104780100286006,0.08851125597953796,0.399559056982398,0.5119296836853028,25,equity
2011-01-17,-0.5876,0.0282,0.6158,0.356,1,commodity
2011-01-17,-0.2464051917567849,0.09493892695754766,0.34134411871433257,0.5637169563770295,25,equity
2011-01-18,0.2188,0.3586,0.1398,0.5016,1,commodity
2011-01-18,-0.1627431667338197,0.09819255002702658,0.26093571676084626,0.6408717477550874,26,equity
2011-01-19,0.54465,0.60625,0.0616,0.3322,2,commodity
2011-01-19,-0.3578545867035595,0.13399422931699798,0.4918488160205575,0.3741569612175226,26,equity
2011-01-20,-0.42805,0.12430000000000001,0.5524,0.3233,2,commodity
2011-01-20,-0.3343843107756514,0.1229363687766286,0.45732067955228,0.41974293669829,26,equity
2011-01-21,-0.0825,0.0783,0.1608,0.7609,1,commodity
2011-01-21,-0.4123567371056057,0.05227712351972094,0.46463386062532663,0.4830890071506684,26,equity
2011-01-22,-0.34755157217383387,0.0983306398615241,0.44588221203535794,0.4557871624827385,25,equity
2011-01-23,-0.40239607974886893,0.06595161348581315,0.46834769323468206,0.465700693577528,25,equity
2011-01-24,-0.36930412677331614,0.11058046138630463,0.47988458815962076,0.40953494121248907,26,equity
2011-01-25,-0.22846666666666668,0.19319999999999996,0.42160000000000003,0.38516666666666666,3,commodity
2011-01-25,-0.46888778709734863,0.05201354579856762,0.5209013328959162,0.4270851150011787,26,equity
2011-01-26,-0.4647517064944483,0.054892253094854265,0.5196439595893025,0.4254637925097576,26,equity
2011-01-27,-0.5137666666666667,0.0484,0.5621,0.38949999999999996,3,commodity
2011-01-27,-0.30698043981996864,0.08770072718079273,0.3946811670007614,0.5176181040990812,26,equity
2011-01-28,-0.2803,0.1336,0.41385,0.45255,2,commodity
2011-01-28,-0.3256248012185097,0.05063433164300827,0.37625913286151796,0.5731065181585459,26,equity
2011-01-29,-0.2965285469964147,0.08239184711128474,0.3789203941076994,0.5386877505481243,25,equity
2011-01-30,-0.2816163398325443,0.11987661968916655,0.4014929595217109,0.47863042652606963,25,equity
2011-01-31,-0.28655216194545996,0.11854885214080031,0.40510101408626026,0.4763501233492906,26,equity
2011-02-01,0.8731,0.8929,0.0198,0.0873,1,commodity
2011-02-01,-0.3187791812591828,0.0729199145347453,0.3916990957939281,0.5353810036411653,26,equity
2011-02-02,-0.27251631752229655,0.11543645838705394,0.38795277590935046,0.4966107573933326,26,equity
2011-02-03,0.21043333333333333,0.3728,0.16236666666666666,0.4648333333333334,3,commodity
2011-02-03,-0.5355011169225551,0.041537005705042526,0.5770381226275976,0.38142487664635366,26,equity
2011-02-04,-0.1647,0.10175000000000001,0.26639999999999997,0.63185,2,commodity
2011-02-04,-0.3528976928657637,0.05136634409427643,0.40426403696004015,0.5443696204859477,26,equity
2011-02-05,-0.4253336521610618,0.05747851017862558,0.4828121623396873,0.45970932513475415,25,equity
2011-02-06,-0.3926310598105192,0.08471274942159653,0.4773438092321157,0.43794344559311865,25,equity
2011-02-07,-0.38768391930856383,0.07808957986820203,0.46577349917676586,0.4561369247877827,26,equity
2011-02-08,-0.3755004501973207,0.039456145551342234,0.41495659574866295,0.5455872586999948,26,equity
2011-02-09,-0.4646698177991102,0.07734673038602992,0.5420165481851401,0.380636717811,26,equity
2011-02-10,0.152,0.3374,0.1854,0.4772,1,commodity
2011-02-10,-0.246857173812504,0.12106717700281969,0.3679243508153237,0.5110084679550849,26,equity
2011-02-11,-0.4741,0.0434,0.5175,0.4392,1,commodity
2011-02-11,-0.3372960790561942,0.08166182596379748,0.4189579050199917,0.4993802657207617,26,equity
2011-02-12,-0.17960183618832404,0.11922574876393,0.29882758495225403,0.5819466686680017,25,equity
2011-02-13,-0.47412018090486524,0.0682963141053915,0.5424164950102568,0.3892871901392937,25,equity
2011-02-14,0.0421,0.1061,0.064,0.8299,1,commodity
2011-02-14,-0.4297581121253853,0.08411992703062984,0.5138780391560152,0.4020020335626144,26,equity
2011-02-15,-0.5777901025274053,0.04307478426310878,0.620864886790514,0.33606033514325434,26,equity
2011-02-16,0.4088,0.5542,0.1454,0.3004,2,commodity
2011-02-16,-0.46737654489250136,0.07106238997613008,0.5384389348686315,0.39049866423010826,26,equity
2011-02-17,0.503925,0.54265,0.03875,0.41857500000000003,4,commodity
2011-02-17,-0.47865427339162964,0.08026248478115751,0.5589167581727872,0.3608207610937265,26,equity
2011-02-18,-0.4853523548405904,0.06795621176178639,0.5533085666023768,0.3787352222089584,26,equity
2011-02-19,-0.5860539437830448,0.05117824003100395,0.6372321838140488,0.3115895788371563,25,equity
2011-02-20,-0.48529702361673116,0.03954394120723009,0.5248409648239613,0.4356150832772255,25,equity
2011-02-21,-0.44120657321065665,0.07735260929912328,0.51855918250978,0.4040882030129433,25,equity
2011-02-22,-0.514086299504225,0.03751776797267107,0.5516040674768962,0.4108781707114898,26,equity
2011-02-23,-0.31773037381040364,0.08635625719594267,0.4040866310063463,0.5095571119051713,26,equity
2011-02-24,0.3852,0.405,0.019799999999999998,0.57525,2,commodity
2011-02-24,-0.3658698662184179,0.10077008343516634,0.46663994965358424,0.4325899743976501,26,equity
2011-02-25,-0.5864,0.0379,0.6243,0.3378,1,commodity
2011-02-25,-0.32800351430733615,0.10540128764338218,0.43340480195071834,0.46119390428066254,26,equity
2011-02-26,-0.41015780918300154,0.050381269156932834,0.46053907833993435,0.4890796500444412,25,equity
2011-02-27,-0.47086435414850714,0.05678937934339046,0.5276537334918976,0.4155569015443325,25,equity
2011-02-28,0.6092,0.6322,0.023,0.3448,1,commodity
2011-02-28,-0.36168809381958383,0.07762160030408548,0.4393096941236693,0.48306870145293385,26,equity
2011-03-01,0.471,0.5375,0.0665,0.396,1,commodity
2011-03-01,-0.26594684903438276,0.11716378834814979,0.38311063738253254,0.49972557233503234,26,equity
2011-03-02,0.41163333333333335,0.5046666666666666,0.09303333333333334,0.4022666666666666,3,commodity
2011-03-02,-0.39855268210745776,0.04557457071943925,0.444127252826897,0.5102981727283734,26,equity
2011-03-03,-0.5268333333333334,0.029866666666666666,0.5567,0.4134,3,commodity
2011-03-03,-0.3202867015408209,0.08314665188439764,0.4034333534252185,0.5134200026782659,26,equity
2011-03-04,0.506,0.5537,0.0476,0.3987,1,commodity
2011-03-04,-0.47858105761070663,0.04559554306503672,0.5241766006757433,0.43022785822932536,26,equity
2011-03-05,-0.41388451084494593,0.06594557002186775,0.47983008086681367,0.45422434762120245,25,equity
2011-03-06,-0.25595961201936007,0.11245232563465833,0.3684119376540184,0.5191357344388962,25,equity
2011-03-07,0.1756,0.38415,0.2086,0.40725,2,commodity
2011-03-07,-0.3660128264544675,0.07550976106610435,0.44152258752057183,0.4829676403449132,26,equity
2011-03-08,0.0061,0.4034,0.3972,0.1994,1,commodity
2011-03-08,-0.3304915754840924,0.0972925334667357,0.42778410895082813,0.4749233633852922,26,equity
2011-03-09,0.34854999999999997,0.39295,0.04435,0.5627,2,commodity
2011-03-09,-0.45798095140176326,0.0886393402201625,0.5466202916219257,0.3647403734234663,26,equity
2011-03-10,-0.5688,0.0269,0.59575,0.37735,2,commodity
2011-03-10,-0.46342414889771205,0.07173106274925746,0.5351552116469696,0.3931137271798574,26,equity
2011-03-11,0.5209,0.5797,0.0588,0.3615,1,commodity
2011-03-11,-0.39862742844539195,0.07367404460763702,0.47230147305302894,0.45402447112764305,26,equity
2011-03-12,-0.408935506939888,0.06487742431461811,0.47381293125450613,0.46130963653326035,25,equity
2011-03-13,-0.3055698464810848,0.06702187966555356,0.3725917261466384,0.5603864033520222,25,equity
2011-03-14,0.4565333333333333,0.4998333333333333,0.043333333333333335,0.45680000000000004,3,commodity
2011-03-14,-0.33317692520526737,0.07885870545242842,0.41203563065769583,0.5091056648211983,26,equity
2011-03-15,-0.2499421045470696,0.1587770595215261,0.4087191640685957,0.43250378077993024,26,equity
2011-03-16,-0.5318,0.0289,0.5607,0.4104,1,commodity
2011-03-16,-0.49467075042426584,0.03901071764528751,0.5336814680695534,0.4273078320175409,25,equity
2011-03-17,-0.3287892618144934,0.08662430813106206,0.41541356994555545,0.49796212464571,26,equity
2011-03-18,0.5888,0.6326,0.0438,0.32365,2,commodity
2011-03-18,-0.18920735973649874,0.18844382258920142,0.37765118232570016,0.4339049985775581,26,equity
2011-03-19,-0.4191719572991133,0.07047798626124858,0.48964994356036184,0.4398720827698708,25,equity
2011-03-20,-0.4311363922804594,0.12178182952106,0.5529182218015194,0.32529994800686834,25,equity
2011-03-21,-0.47464821892432296,0.0806648049575205,0.5553130238818434,0.36402217406206405,26,equity
2011-03-22,-0.30772515744543993,0.12091736319976357,0.4286425206452035,0.4504401140774672,26,equity
2011-03-23,0.5096,0.5319,0.0223,0.4458,1,commodity
2011-03-23,-0.45234835993212,0.04760239430918144,0.4999507542413015,0.4524468401303658,26,equity
2011-03-24,-0.5446,0.0324,0.577,0.3907,1,commodity
2011-03-24,-0.468773369749005,0.09460683976514982,0.5633802095141548,0.3420129514370973,26,equity
2011-03-25,-0.008900000000000019,0.2833,0.2922,0.4245,2,commodity
2011-03-25,-0.4936117672074873,0.06663993864248578,0.5602517058499731,0.37310835547172105,26,equity
2011-03-26,-0.5361593790538609,0.07158289281651378,0.6077422718703747,0.3206748299300671,25,equity
2011-03-27,-0.2569770484417677,0.14648984350264072,0.40346689194440843,0.45004326343536377,25,equity
2011-03-28,0.1934,0.3014,0.10794999999999999,0.59065,2,commodity
2011-03-28,-0.5204506103987261,0.03488297832305357,0.5553335887217797,0.40978342023903164,26,equity
2011-03-29,-0.47507480198804003,0.05868371085335429,0.5337585128413943,0.40755777576794994,26,equity
2011-03-30,0.21286666666666668,0.4338333333333333,0.22096666666666664,0.3452,3,commodity
2011-03-30,-0.434022525862719,0.05538406792598275,0.48940659378870177,0.4552093457717162,26,equity
2011-03-31,0.1667,0.402,0.23529999999999998,0.3627,2,commodity
2011-03-31,-0.13024281667402157,0.20981080360853901,0.3400536202825606,0.4501355829147192,26,equity
2011-04-01,0.0033,0.271,0.2677,0.4613,1,commodity
2011-04-01,-0.3413680673290331,0.1295212064511501,0.47088927378018314,0.39958951937464565,26,equity
2011-04-02,-0.5920519262552262,0.052682052105665206,0.6447339783608913,0.30258396834135054,25,equity
2011-04-03,-0.49774861351543476,0.06632431426815072,0.5640729277835855,0.36960275522880187,25,equity
2011-04-04,-0.332725030513337,0.08971524174110247,0.4224402722544395,0.4878444971803289,26,equity
2011-04-05,-0.2758,0.0322,0.3081,0.6597,1,commodity
2011-04-05,-0.40955760405909847,0.09651454154684563,0.506072145605944,0.3974133192948281,26,equity
2011-04-06,0.692,0.7271,0.0351,0.2378,1,commodity
2011-04-06,-0.3071965486026154,0.11510567786172032,0.42230222646433574,0.4625921104676448,26,equity
2011-04-07,-0.0185,0.2789,0.2974,0.4237,1,commodity
2011-04-07,-0.3546324418141292,0.10646802709939387,0.4611004689135231,0.4324315067094106,26,equity
2011-04-08,0.7935,0.8115,0.018,0.1704,1,commodity
2011-04-08,-0.38802722572850495,0.12026644197220986,0.5082936677007148,0.3714398950911485,26,equity
2011-04-09,-0.4432976483181119,0.1254786142334342,0.5687762625515461,0.3057451167702675,25,equity
2011-04-10,-0.5402782485634089,0.06238066427409649,0.6026589128375054,0.334960415661335,25,equity
2011-04-11,-0.46965,0.08885,0.55845,0.3527,2,commodity
2011-04-11,-0.32756582998599,0.0693504076737624,0.39691623765975237,0.5337333406966466,26,equity
2011-04-12,-0.35751532883026194,0.0915624987582008,0.4490778275884627,0.4593596626565661,26,equity
2011-04-13,0.4345333333333334,0.5015333333333333,0.06696666666666667,0.4315,3,commodity
2011-04-13,-0.40316215608268974,0.08806885734200477,0.49123101342469455,0.4207001255452633,25,equity
2011-04-14,-0.3351,0.0362,0.3713,0.5926,1,commodity
2011-04-14,-0.448097183691481,0.0686078671580897,0.5167050508495706,0.41468707901927143,26,equity
2011-04-15,0.28395000000000004,0.3274,0.0435,0.6291,2,commodity
2011-04-15,-0.4205327837083202,0.10349282930390193,0.5240256130122222,0.37248157093731254,26,equity
2011-04-16,-0.5359,0.0295,0.5654,0.4052,1,commodity
2011-04-16,-0.3847827876731753,0.12625811737030745,0.5110409050434828,0.36270097754895686,25,equity
2011-04-17,0.4899,0.5421,0.0522,0.4057,1,commodity
2011-04-17,-0.3810174610465765,0.06645710866898298,0.4474745697155595,0.48606831580400467,25,equity
2011-04-18,-0.5176,0.0464,0.564,0.3896,1,commodity
2011-04-18,-0.43915556672100836,0.122620429055622,0.5617759957766304,0.31560356821864843,26,equity
2011-04-19,-0.5376,0.038,0.5755,0.3865,1,commodity
2011-04-19,-0.3345278403978074,0.09784438142352897,0.4323722218213364,0.4697833858300044,26,equity
2011-04-20,0.31705,0.36475,0.0477,0.58755,2,commodity
2011-04-20,-0.3332857216636722,0.15406069628751048,0.48734641795118266,0.35859289521781296,26,equity
2011-04-21,0.46491999999999994,0.49160000000000004,0.0267,0.4817,5,commodity
2011-04-21,-0.5743836584733799,0.03693166107404977,0.6113153195474297,0.3517530222112934,24,equity
2011-04-22,-0.6319943488761782,0.04891612995415926,0.6809104788303375,0.27017338678240777,25,equity
2011-04-23,-0.3906420535221696,0.06328111678361893,0.4539231703057885,0.48279571563005447,25,equity
2011-04-24,0.3254,0.473,0.1477,0.3793,1,commodity
2011-04-24,-0.5194357894174755,0.06226282881572843,0.5816986182332039,0.3560385468602181,25,equity
2011-04-25,0.1282,0.3481,0.2199,0.432,3,commodity
2011-04-25,-0.5196881526006529,0.0776364983489307,0.5973246509495836,0.3250388509522264,26,equity
2011-04-26,-0.3874,0.0519,0.4393,0.5088,1,commodity
2011-04-26,-0.4764263963756653,0.08540201402054383,0.5618284103962091,0.3527695874038797,26,equity
2011-04-27,0.26118,0.38896,0.1278,0.48322000000000004,5,commodity
2011-04-27,-0.34906501537188545,0.0758535393535505,0.42491855472543594,0.49922790771201847,26,equity
2011-04-28,-0.0794,0.0863,0.1657,0.748,1,commodity
2011-04-28,-0.4880406653335027,0.07609249615698424,0.564133161490487,0.3597743376959159,26,equity
2011-04-29,0.16242,0.32588,0.16340000000000002,0.5106999999999999,5,commodity
2011-04-29,-0.36408356147316784,0.12473895153603874,0.4888225130092066,0.38643853459507227,26,equity
2011-04-30,0.0799,0.2729,0.193,0.5341,1,commodity
2011-04-30,-0.4993208046630025,0.05918300695717335,0.5585038116201758,0.3823131808638573,25,equity
2011-05-01,0.73,0.7386,0.0086,0.2528,1,commodity
2011-05-01,-0.3301685213937981,0.14979484287672482,0.479963364270523,0.3702417860727239,25,equity
2011-05-02,0.0242,0.2914,0.26715,0.44145,2,commodity
2011-05-02,-0.2815350854769349,0.04851543333381415,0.33005051881074904,0.6214340487122536,25,equity
2011-05-03,-0.5178041390071695,0.05581189695602426,0.5736160359631938,0.370572052967663,26,equity
2011-05-04,-0.1906,0.09585,0.28645,0.61765,2,commodity
2011-05-04,-0.1765029069322806,0.11444461761185756,0.2909475245441382,0.5946078556947983,26,equity
2011-05-05,0.25367500000000004,0.39354999999999996,0.13985,0.4666,4,commodity
2011-05-05,-0.4766521891105018,0.07156317845360892,0.5482153675641108,0.38022145301513766,26,equity
2011-05-06,-0.6129,0.0256,0.6384,0.336,1,commodity
2011-05-06,-0.4326569627468976,0.05228659206141646,0.484943554808314,0.4627698509452435,26,equity
2011-05-07,-0.40482135098427535,0.10989528734236956,0.5147166383266449,0.37538806900382043,25,equity
2011-05-08,0.4463,0.477,0.0307,0.4923,1,commodity
2011-05-08,-0.3016612783074379,0.16120056252926587,0.4628618408367038,0.3759375946968794,25,equity
2011-05-09,0.6198,0.6473,0.0275,0.3252,1,commodity
2011-05-09,-0.3831320860279867,0.13277880374628764,0.5159108897742744,0.35131030801970226,26,equity
2011-05-10,0.0033500000000000196,0.23420000000000002,0.23085,0.53495,2,commodity
2011-05-10,-0.5133003102472196,0.05164514994248748,0.564945460189707,0.38340939724674594,26,equity
2011-05-11,-0.5302666666666667,0.04773333333333333,0.578,0.3743,3,commodity
2011-05-11,-0.4425165110196059,0.1150445041175072,0.5575610151371131,0.32739447250675696,26,equity
2011-05-12,0.020850000000000035,0.321,0.3001,0.3789,2,commodity
2011-05-12,-0.5163380847885631,0.07867550237390858,0.5950135871624718,0.32631090684578967,26,equity
2011-05-13,-0.5504201596889359,0.06018239152259552,0.6106025512115314,0.3292150470213248,26,equity
2011-05-14,0.126,0.2025,0.0765,0.721,1,commodity
2011-05-14,-0.5759836962446571,0.03363852962851524,0.6096222258731723,0.3567392387241125,25,equity
2011-05-15,0.2032,0.4736,0.2704,0.256,1,commodity
2011-05-15,-0.5122970002144576,0.04793557912111282,0.5602325793355704,0.3918318431079388,25,equity
2011-05-16,0.07300000000000001,0.31605,0.24305,0.44095,2,commodity
2011-05-16,-0.4091475264599117,0.09507256660323876,0.5042200930631504,0.4007073404410711,26,equity
2011-05-17,-0.5077,0.03,0.5377,0.4323,1,commodity
2011-05-17,-0.35991383204236627,0.08873713410531099,0.44865096614767724,0.4626119022185986,26,equity
2011-05-18,0.24615,0.41035,0.1642,0.4255,2,commodity
2011-05-18,-0.4706907527377972,0.06455855859586826,0.5352493113336655,0.40019212749141914,26,equity
2011-05-19,0.11049999999999999,0.3931,0.2826,0.32425000000000004,2,commodity
2011-05-19,-0.42237222982713807,0.08494730247184634,0.5073195322989844,0.4077331636530849,26,equity
