date,returns
2010-01-05,0.002643598856945
2010-01-06,0.0007038078265661
2010-01-07,0.0042124095085589
2010-01-08,0.0033222381481053
2010-01-11,0.0013955838286018
2010-01-12,-0.0093700029816384
2010-01-13,0.0084107649972579
2010-01-14,0.0027009169498924
2010-01-15,-0.0112876984209207
2010-01-19,0.0124181586015328
2010-01-20,-0.0102206452894705
2010-01-21,-0.0194163861729918
2010-01-22,-0.0225440529276811
2010-01-25,0.0051146112912487
2010-01-26,-0.0041993771466613
2010-01-27,0.0047458725009294
2010-01-28,-0.0115386090390773
2010-01-29,-0.0109280612462737
2010-02-01,0.0154311049253947
2010-02-02,0.0120307660163713
2010-02-03,-0.0049952006564152
2010-02-04,-0.0313522634255587
2010-02-05,0.002064770460464
2010-02-08,-0.0072454258285289
2010-02-09,0.0124819961060756
2010-02-10,-0.0019605017826088
2010-02-11,0.0104118735548906
2010-02-12,-0.0008326441583239
2010-02-16,0.0156123747661595
2010-02-17,0.0047273203714792
2010-02-18,0.0058778620993778
2010-02-19,0.0020715677246409
2010-02-22,0.0001799754587521
2010-02-23,-0.0122190604421742
2010-02-24,0.0091556833087897
2010-02-25,-0.0013544769538892
2010-02-26,0.0006323083727991
2010-03-01,0.0103311482603882
2010-03-02,0.0027667255246233
2010-03-03,0.0008909230301162
2010-03-04,0.0030229980716837
2010-03-05,0.0141921427831858
2010-03-08,0.0001750100070996
2010-03-09,0.0016613692008763
2010-03-10,0.0044458264009383
2010-03-11,0.004166273983687
2010-03-12,8.663233648235834e-05
2010-03-15,0.0002597859264947
2010-03-16,0.0079345460889747
2010-03-17,0.0059097838542414
2010-03-18,-0.0005124930388941
2010-03-19,-0.0091842170395777
2010-03-22,0.0053319280404127
2010-03-23,0.0070086382978494
2010-03-24,-0.0048666676563016
2010-03-25,-0.0016274346283278
2010-03-26,-0.0006002632244438
2010-03-29,0.0063274931841991
2010-03-30,0.0006816788832363
2010-03-31,-0.0034129855935048
2010-04-01,0.0068143623259931
2010-04-05,0.0081163707596041
2010-04-06,0.0023549108923503
2010-04-07,-0.0057287460869562
2010-04-08,0.003457988833247
2010-04-09,0.0065458979093805
2010-04-12,0.0015879882252557
2010-04-13,0.0007513793182308
2010-04-14,0.0112854951508124
2010-04-15,0.000824797743366
2010-04-16,-0.016040238300054
2010-04-19,0.0037629927055054
2010-04-20,0.0088911609684336
2010-04-21,-0.0018215918796602
2010-04-22,0.0029790900922423
2010-04-23,0.0065066402136194
2010-04-26,-0.0037835140707141
2010-04-27,-0.023934721305534
2010-04-28,0.0075674614405716
2010-04-29,0.0123211962500332
2010-04-30,-0.0171072980621154
2010-05-03,0.0128785936290349
2010-05-04,-0.0237956482495668
2010-05-05,-0.0059742173010317
2010-05-06,-0.0337775601382708
2010-05-07,-0.0149869020140406
2010-05-10,0.0430987587554164
2010-05-11,-0.0028449678505333
2010-05-12,0.0138890703690819
2010-05-13,-0.0125087230450407
2010-05-14,-0.0182708971492894
2010-05-17,0.0005266639830137
2010-05-18,-0.0136957778751154
2010-05-19,-0.0057102169718736
2010-05-20,-0.0384908541682543
2010-05-21,0.0144936733660201
2010-05-24,-0.0129141313981678
2010-05-25,0.0010207453303537
2010-05-26,-0.0060468255537134
2010-05-27,0.032949375950392
2010-05-28,-0.0126290631298929
2010-06-01,-0.0169667874096642
2010-06-02,0.0257060243181526
2010-06-03,0.0034382702333982
2010-06-04,-0.0357689895470679
2010-06-07,-0.0125290306115404
2010-06-08,0.0106549957119236
2010-06-09,-0.0053604273678062
2010-06-10,0.0288123871883186
2010-06-11,0.0048439410608747
2010-06-14,-0.0015511492416383
2010-06-15,0.0224829825002543
2010-06-16,-0.0003572148251135
2010-06-17,0.0016064287827814
2010-06-18,-0.0036628086484648
2010-06-21,-0.0028681536625103
2010-06-22,-0.0166535113096981
2010-06-23,-0.0031078300439305
2010-06-24,-0.0167094141565972
2010-06-25,0.00418045641774
2010-06-28,-0.003156956799076
2010-06-29,-0.0313617818312967
2010-06-30,-0.0095454406721204
2010-07-01,-0.0044664515165841
2010-07-02,-0.0054645451212638
2010-07-06,0.0065344339335221
2010-07-07,0.0310102157950817
2010-07-08,0.0098467812130636
2010-07-09,0.0074377008189309
2010-07-12,0.0006481753596675
2010-07-13,0.0149757483418009
2010-07-14,-9.12145912251244e-05
2010-07-15,0.000273549256677
2010-07-16,-0.0279207985296016
2010-07-19,0.0058892176749809
2010-07-20,0.0110303979554114
2010-07-21,-0.013083031817336
2010-07-22,0.0220763540318031
2010-07-23,0.0086415652675848
2010-07-26,0.0103617982557226
2010-07-27,-8.959263874577318e-05
2010-07-28,-0.0064754359274457
2010-07-29,-0.0048842436897058
2010-07-30,-0.0001813952914147
2010-08-02,0.0223298118631111
2010-08-03,-0.0048004439902492
2010-08-04,0.0066610663437946
2010-08-05,-0.0010628178021457
2010-08-06,-0.0040845296427243
2010-08-09,0.0053243402152686
2010-08-10,-0.0054133390708672
2010-08-11,-0.0277895381404959
2010-08-12,-0.0061488359415908
2010-08-13,-0.0029501238551002
2010-08-16,-0.0004617022054933
2010-08-17,0.0122103349576051
2010-08-18,0.0018233625266918
2010-08-19,-0.0175499857736111
2010-08-20,-0.0032496057617003
2010-08-23,-0.0038201400270727
2010-08-24,-0.0149544659075099
2010-08-25,0.0038776580459168
2010-08-26,-0.006724456507921
2010-08-27,0.0153711095876804
2010-08-30,-0.014611214031856
2010-08-31,0.0
2010-09-01,0.0294730747622998
2010-09-02,0.009269117295732
2010-09-03,0.0128881631935124
2010-09-07,-0.0113364475932916
2010-09-08,0.0069984767516057
2010-09-09,0.0046084616203701
2010-09-10,0.0050360284864847
2010-09-13,0.0110616456937652
2010-09-14,-0.0006211979963804
2010-09-15,0.0038098685943884
2010-09-16,-0.0002653232992093
2010-09-17,-0.0049659159044091
2010-09-20,0.0151745412320095
2010-09-21,-0.0020158271875347
2010-09-22,-0.0049252974169436
2010-09-23,-0.0081445047973875
2010-09-24,0.0204124604371534
2010-09-27,-0.0048016423002145
2010-09-28,0.0034943823007633
2010-09-29,-0.0017456314878353
2010-09-30,-0.002974665094215
2010-10-01,0.0041969403339465
2010-10-04,-0.0075320080030131
2010-10-05,0.0199319093118998
2010-10-06,-8.61993040877103e-05
2010-10-07,-0.001207307759218
2010-10-08,0.0055931094911806
2010-10-11,0.0009434419774351
2010-10-12,0.0030814079394163
2010-10-13,0.0077469934254002
2010-10-14,-0.0039085706130884
2010-10-15,0.002041146037959
2010-10-18,0.0049156963258668
2010-10-19,-0.0131910802411474
2010-10-20,0.0097187411175918
2010-10-21,0.0022033441696562
2010-10-22,0.001860633357133
2010-10-25,0.0029529528387261
2010-10-26,0.0001685137954895
2010-10-27,-0.0028680236400969
2010-10-28,0.0001689692762197
2010-10-29,0.0007598154624697
2010-11-01,0.0003375319928584
2010-11-02,0.0078992212540623
2010-11-03,0.0040096597970009
2010-11-04,0.0190749782296404
2010-11-05,0.0037554054925776
2010-11-08,-0.0018759710064512
2010-11-09,-0.0072101685477202
2010-11-10,0.0040211606078643
2010-11-11,-0.0037745108282222
2010-11-12,-0.0119088610793691
2010-11-15,-0.001415295344837
2010-11-16,-0.0157020321513448
2010-11-17,0.0005076365059888
2010-11-18,0.014611040526956
2010-11-19,0.0027471553681127
2010-11-22,-0.0008316573393951
2010-11-23,-0.0145829394368945
2010-11-24,0.014666091871414
2010-11-26,-0.0117155640953654
2010-11-29,0.0030257259610468
2010-11-30,-0.0056386077779225
2010-12-01,0.0210446536634336
2010-12-02,0.0127274816088915
2010-12-03,0.0026889552576654
2010-12-06,-0.0010583941766391
2010-12-07,0.0005700533050127
2010-12-08,0.0036568806517555
2010-12-09,0.0038860424158987
2010-12-10,0.0058008638718512
2010-12-13,0.0006424205277645
2010-12-14,0.0008827237441719
2010-12-15,-0.0045825517546696
2010-12-16,0.0057850171459677
2010-12-17,-0.0041746739927536
2010-12-20,0.0024105710389173
2010-12-21,0.0063202812276874
2010-12-22,0.0031054640754708
2010-12-23,-0.001432097524911
2010-12-27,0.0003980342481033
2010-12-28,0.0014315280222058
2010-12-29,0.0007149659719904
2010-12-30,-0.0015895484886163
2010-12-31,0.0002385873407845
2011-01-03,0.0102849248064564
2011-01-04,-0.0005511136072903
2011-01-05,0.0051841764492074
2011-01-06,-0.0019605542977314
2011-01-07,-0.0019644056228539
2011-01-10,-0.0012592165286221
2011-01-11,0.0035375764400234
2011-01-12,0.0089840963350894
2011-01-13,-0.0016346118943151
2011-01-14,0.0072186283201475
2011-01-18,0.0017000329763009
2011-01-19,-0.0098538583053821
