date,predicted_state,confidence,vix,routing,ground_truth
2023-03-01,risk_on,0.6088420648783459,20.579999923706055,ensemble,transition
2023-03-02,risk_on,0.6088420648783459,19.59000015258789,ensemble,risk_on
2023-03-03,risk_on,0.8814034414639098,18.489999771118164,ensemble,risk_on
2023-03-04,risk_on,0.8814034414639098,18.489999771118164,ensemble,risk_on
2023-03-05,risk_on,0.8814034414639098,18.489999771118164,ensemble,risk_on
2023-03-06,risk_on,0.8814034414639098,18.61000061035156,ensemble,risk_on
2023-03-07,risk_on,0.8814034414639098,19.59000015258789,ensemble,risk_on
2023-03-08,risk_on,0.6088420648783459,19.11000061035156,ensemble,risk_on
2023-03-09,risk_on,0.6088420648783459,22.61000061035156,ensemble,transition
2023-03-10,risk_on,0.6088420648783459,24.799999237060547,ensemble,transition
2023-03-11,risk_on,0.6088420648783459,24.799999237060547,ensemble,transition
2023-03-12,risk_on,0.6088420648783459,24.799999237060547,ensemble,transition
2023-03-13,transition,0.6,26.520000457763672,ensemble,transition
2023-03-14,transition,0.6560644682652619,23.729999542236328,ensemble,transition
2023-03-15,transition,0.6584494254213507,26.13999938964844,ensemble,transition
2023-03-16,transition,0.6584494254213507,22.989999771118164,ensemble,transition
2023-03-17,transition,0.6584494254213507,25.510000228881836,ensemble,transition
2023-03-18,transition,0.6584494254213507,25.510000228881836,ensemble,transition
2023-03-19,transition,0.6584494254213507,25.510000228881836,ensemble,transition
2023-03-20,transition,0.6584494254213507,24.149999618530273,ensemble,transition
2023-03-21,transition,0.6584494254213507,21.3799991607666,ensemble,transition
2023-03-22,transition,0.6258666551442104,22.260000228881836,ensemble,transition
2023-03-23,transition,0.6,22.61000061035156,ensemble,transition
2023-03-24,risk_off,0.45463438113120774,21.739999771118164,ensemble,transition
2023-03-25,risk_off,0.45463438113120774,21.739999771118164,ensemble,transition
2023-03-26,risk_off,0.45463438113120774,21.739999771118164,ensemble,transition
2023-03-27,risk_off,0.4220182795010422,20.600000381469727,ensemble,transition
2023-03-28,risk_on,0.38437810532639594,19.969999313354492,ensemble,risk_on
2023-03-29,risk_on,0.40087308179253184,19.1200008392334,ensemble,risk_on
2023-03-30,transition,0.4223237260248522,19.020000457763672,ensemble,risk_on
2023-03-31,transition,0.4633325973560695,18.700000762939453,ensemble,risk_on
