date,sentiment_mean,sentiment_std,text_count,equity_sentiment,crypto_sentiment,forex_sentiment,commodity_sentiment,sentiment_momentum,sentiment_momentum_7d,sentiment_acceleration,max_divergence,ciss,vix
2022-11-01,0.0639716761057173,0.00634312731551051,2316,0.0684569444444444,0.0594864077669902,0.0,0.0,0.0,0.0,0.0,0.0684569444444444,0.5594,25.809999465942383
2022-11-02,0.06456096911203521,0.015622675845053488,2318,0.0756078691423518,0.0535140690817186,0.0,0.0,0.0,0.0,0.0,0.0756078691423518,0.5454,25.86000061035156
2022-11-03,0.0646982553273058,0.016044601437297235,2238,0.0760435018050541,0.0533530088495575,0.0,0.0,0.0,0.0,0.0,0.0760435018050541,0.5629,25.299999237060547
2022-11-04,0.05222868098159505,0.007485385286503806,2415,0.0575216476774759,0.0469357142857142,0.0,0.0,-0.011742995124122253,0.0,0.0,0.0575216476774759,0.5897,24.549999237060547
2022-11-05,0.030783256629165548,0.003634528393353702,1563,0.033353256302521,0.0282132569558101,0.0,0.0,-0.03377771248286966,0.0,-0.02203471735874741,0.033353256302521,0.5897,24.549999237060547
2022-11-06,0.042895058541458454,0.03109552775687179,2001,0.064882917082917,0.0209071999999999,0.0,0.0,-0.02180319678584735,0.0,0.011974515697022313,0.064882917082917,0.5897,24.549999237060547
2022-11-07,0.0507661232320061,0.019911392461973546,2420,0.0648456038647343,0.0366866425992779,0.0,0.0,-0.0014625577495889497,0.0,0.0203406390362584,0.0648456038647343,0.5729,24.350000381469727
2022-11-08,0.0318900801291731,0.051394848657681756,2889,0.0682317261330762,-0.00445156587473,0.0,0.0,0.001106823500007549,-0.004583085139506317,0.0025693812495964988,0.0726832920078062,0.5494,25.540000915527344
2022-11-09,0.005213021272481452,0.1142406040282003,3222,0.0859933270676691,-0.0755672845227062,0.0,0.0,-0.037682037268977,-0.00847827826279339,-0.03878886076898455,0.1615606115903753,0.5318,26.09000015258789
2022-11-10,-0.004218085913655398,0.08573961241958361,3252,0.0564089754445385,-0.0648451472718493,0.0,0.0,-0.054984209145661496,-0.009845191605851605,-0.017302171876684494,0.1212541227163878,0.5744,23.530000686645508
2022-11-11,0.0050522451518955035,0.09522527809343688,2948,0.0723866850321395,-0.0622821947283485,0.0,0.0,-0.026837834977277594,-0.006739490832814221,0.028146374168383902,0.134668879760488,0.5552,22.520000457763672
2022-11-12,-0.0240741528781539,0.09165241490513365,2804,0.0407338912133891,-0.0888821969696969,0.0,0.0,-0.029287174150635354,-0.007836772786759918,-0.0024493391733577605,0.129616088183086,0.5552,22.520000457763672
2022-11-13,-0.020013437261526802,0.09309219265189847,3171,0.0458126834381551,-0.0858395579612087,0.0,0.0,-0.015795351347871404,-0.00898692797185504,0.01349182280276395,0.13165224139936382,0.5552,22.520000457763672
2022-11-14,-0.006822180818752348,0.08357981612791031,2987,0.0522776739356178,-0.0659220355731225,0.0,0.0,-0.011874425970647851,-0.008226900578679778,0.003920925377223553,0.1181997095087403,0.5153,23.729999542236328
2022-11-15,0.007562958092144249,0.0424217223978699,2783,0.0375596456692913,-0.0224337294850028,0.0,0.0,0.03163711097029815,-0.003475303148146978,0.043511536940946005,0.0599933751542941,0.4929,24.540000915527344
2022-11-16,0.011236154029162452,0.07244926517729211,2757,0.0624655207280081,-0.0399932126696832,0.0,0.0,0.031249591290689254,0.0008604475366687141,-0.0003875196796088963,0.10245873339769129,0.4806,24.11000061035156
2022-11-17,0.010077334080259154,0.07865131967095482,2584,0.0656922155688622,-0.0455375474083439,0.0,0.0,0.0168995148990115,0.0020422028562735073,-0.014350076391677753,0.1112297629772061,0.4558,23.93000030517578
2022-11-18,0.02672510191250525,0.009714836776628748,2476,0.0335945288753799,0.0198556749496306,0.0,0.0,0.019162143820361,0.003096122394372821,0.0022626289213494993,0.0335945288753799,0.4361,23.1200008392334
