,compound,positive,negative,cross_asset_std,sent_crypto,sent_equities,sent_forex,sent_news,sent_social,returns,realized_vol,vix,vix_change,ciss,ciss_change,te_proxy,sent_momentum,sent_acceleration,sent_dispersion,max_divergence,garch_vol,long_run_vol,regime
2009-03-27,-0.27455327,0.0,-0.27455327,0.22894746,0.0,-0.27455327,-0.6943738,-0.41071585,0.0,-0.018048658433873266,0.47263000134157795,41.040000915527344,0.01684837202409195,0.8384,0.024500000000000077,0.38686230954352424,0.09019654999999999,0.39670143399999996,0.33604824870545336,0.671254704,0.029942147964679863,0.042238451829581046,high_volatility
2009-03-30,-0.2942803,0.0,-0.2942803,0.22894746,0.0,-0.2942803,-0.6943738,-0.41071585,0.0,-0.034554096297369385,0.485667390595294,45.540000915527344,0.1096491203609462,0.8394,0.0010000000000000009,0.38766673443634464,0.022393200000000002,0.0027593200000000095,0.17743549564834765,0.3166735,0.028525932091083183,0.042238451829581046,high_volatility
2009-03-31,-0.33191255,0.0,-0.33191255,0.22894746,0.0,-0.33191255,-0.6943738,-0.41071585,0.0,0.009264668255006603,0.47787587225036615,44.13999938964844,-0.030742237543556206,0.8388,-0.0006000000000000449,0.3809074023582009,0.019201070000000042,0.10604871000000005,0.23188838981424578,0.43796126,0.02976089247584121,0.042238451829581046,high_volatility
2009-04-01,-0.33415097,0.0,-0.18474047,0.21129835,0.0,-0.18474047,-0.6943738,-0.41071585,0.0,0.019366557748886848,0.4471734117966076,42.27999877929688,-0.042138664161100015,0.8285,-0.010299999999999976,0.4591970862713883,0.08098111000000002,0.49567842380000005,0.3429168245096391,0.6804188938,0.027535876694473084,0.042238451829581046,high_volatility
2009-04-02,-0.32219565,0.0,-0.32219565,0.21129835,0.0,-0.32219565,-0.6943738,-0.41071585,0.0,0.02923759623453215,0.4501520216540357,42.040000915527344,-0.005676392400632224,0.8421,0.013599999999999945,0.3615775463603398,-0.07335477000000001,0.08897690999999996,0.2070974939441769,0.41117255999999996,0.026327600162503705,0.042238451829581046,high_volatility
2009-04-03,-0.4500491,0.0,-0.32174727,0.18144621,0.0,-0.32174727,-0.6943738,-0.41071585,0.0,0.009948303048159524,0.44704101815091807,39.70000076293945,-0.055661277393636244,0.8399,-0.0021999999999999797,0.19493487376989238,-0.17549582999999996,-0.26569237999999995,0.07378691395598568,0.14625144,0.026657167828402648,0.042238451829581046,high_volatility
2009-04-06,-0.2984864,0.0,-0.298486415,0.07520701,0.0,-0.3516658,-0.6943738,-0.24530703,0.0,-0.007832788535735546,0.416641962194447,40.93000030517578,0.03098235563220819,0.8251,-0.014800000000000035,0.14887326113307534,-0.00420609999999999,-0.026599299999999992,0.16935486547412573,0.3474597,0.024752222109998438,0.042238451829581046,high_volatility
2009-04-07,-0.36914495,0.0,-0.36914495,0.07520701,0.0,-0.36914495,-0.6943738,-0.24530703,0.0,-0.023325156167797734,0.43067744739787317,40.38999938964844,-0.013193279049623086,0.8182,-0.006899999999999906,0.07464465084612958,-0.037232400000000054,-0.0564334700000001,0.18633441785333063,0.33191255,0.023021442998176808,0.042238451829581046,high_volatility
2009-04-08,-0.08463003,0.0,-0.1883874,0.14673507,0.0,-0.1883874,-0.6943738,-0.24530703,0.0,0.010777471107599412,0.42473209523159,38.84999847412109,-0.0381282728100768,0.8126,-0.005600000000000049,0.23587052772288386,0.24952094,0.16853982999999997,0.2329945285244057,0.43790834,0.0232629986572677,0.042238451829581046,high_volatility
2009-04-09,-0.20809516,0.0,-0.41653305,0.2947757,0.0,-0.41653305,-0.6943738,-0.24530703,0.0,0.03974337968118724,0.4012391814741895,36.52999877929688,-0.05971685420707573,0.7933,-0.019299999999999984,0.2824862430671855,0.11410049,0.18745526,0.3295842721448089,0.6039883100000001,0.02173665769043492,0.042238451829581046,high_volatility
2009-04-13,-0.31364125,0.0,-0.313641265,0.010072402,0.0,-0.306519,-0.6943738,-0.32076353,0.0,0.00023234558769713587,0.4021793790270673,37.810001373291016,0.03503976558355548,0.7586,-0.03469999999999995,0.21132371607583808,0.13640785,0.31190367999999996,0.3187091108246807,0.6326672099999999,0.02520694764582942,0.042238451829581046,high_volatility
2009-04-14,-0.29374376,0.0,-0.29374376,0.010072402,0.0,-0.29374376,-0.6943738,-0.32076353,0.0,-0.017242777957379163,0.39517555882822053,37.66999816894531,-0.003702808761192,0.7644,0.005799999999999916,0.18713344215206942,0.004742639999999965,0.008948739999999955,0.17355814194788827,0.3026925,0.023171320224831024,0.042238451829581046,high_volatility
2009-04-15,-0.31129313,0.0,-0.31129313,0.010072402,0.0,-0.31129313,-0.6943738,-0.32076353,0.0,0.010669592884978707,0.39547964624824594,36.16999816894531,-0.03981948693686377,0.7595,-0.0049000000000000155,0.1975556164483748,0.057851820000000054,0.09508422000000011,0.22464668419293626,0.4063773500000001,0.022500796181094705,0.042238451829581046,high_volatility
2009-04-16,-0.3784281,0.0,-0.3784281,0.010072402,0.0,-0.3784281,-0.6943738,-0.32076353,0.0,0.014662860895886753,0.3952757695964753,35.790000915527344,-0.010505868749095648,0.7372,-0.022299999999999986,0.08925111044788774,-0.29379807,-0.54331901,0.1268936258426145,0.24952094000000002,0.021042605110472738,0.042238451829581046,high_volatility
2009-04-17,-0.47155398,0.0,-0.471553975,0.3493678,0.0,-0.22451365,-0.6943738,-0.7185943,0.0,0.00670535393488203,0.38604553553276344,33.939998626708984,-0.05169047894647427,0.7281,-0.009099999999999997,0.07943640468218757,-0.26345882,-0.37755931,0.22463442159669075,0.49408065,0.020098951575634728,0.042238451829581046,high_volatility
2009-04-20,-0.3551117,0.0,-0.3551117,0.3493678,0.0,-0.3551117,-0.6943738,-0.7185943,0.0,-0.041915563501167874,0.4127459837350848,39.18000030517578,0.1543901558777081,0.7441,0.016000000000000014,0.12660304863282779,-0.04147044999999999,-0.1778783,0.15726284437142432,0.31364125,0.01863068698334081,0.042238451829581046,high_volatility
2009-04-21,-0.24948111,0.0,-0.24948111,0.3493678,0.0,-0.24948111,-0.6943738,-0.7185943,0.0,0.019537216846310823,0.4129840078858197,37.13999938964844,-0.052067404278653195,0.73,-0.014100000000000001,0.02970190996735438,0.044262650000000014,0.03952001000000005,0.16824066914907032,0.29374376,0.024160287514307086,0.042238451829581046,high_volatility
2009-04-22,-0.15920101,0.0,-0.15920101,0.3493678,0.0,-0.15920101,-0.6943738,-0.7185943,0.0,-0.006113380296400739,0.40492448666233355,38.09999847412109,0.02584811793885544,0.7027,-0.02729999999999999,0.03050681985157456,0.15209211999999997,0.09424029999999992,0.16557110430115582,0.31129313,0.023393144176255373,0.042238451829581046,high_volatility
2009-04-23,-0.22781225,0.0,-0.22781225,0.3493678,0.0,-0.22781225,-0.6943738,-0.7185943,0.0,0.009817929052566399,0.32887271451557426,37.150001525878906,-0.024934304102071092,0.696,-0.006700000000000039,0.06198287622288458,0.15061585,0.44441392,0.33699979140404124,0.6722261700000001,0.021693133111119537,0.042238451829581046,high_volatility
2009-04-24,-0.25506657,0.0,-0.25506657,0.3493678,0.0,-0.25506657,-0.6943738,-0.7185943,0.0,0.01511096869952877,0.3224543477889993,36.81999969482422,-0.00888295605653766,0.6772,-0.018799999999999928,0.05602603705581769,0.21648741,0.47994623,0.3723836556683337,0.7350128,0.020255242004002364,0.042238451829581046,high_volatility
2009-04-27,-0.12847729,0.0,-0.12847729,0.3493678,0.0,-0.12847729,-0.6943738,-0.7185943,0.0,-0.009462533350721447,0.3243120634476616,38.31999969482422,0.040738729289312214,0.6853,0.008099999999999996,0.014765206053208534,0.22663440999999998,0.26810486,0.21798376063318528,0.39658214999999997,0.019456373511654145,0.042238451829581046,high_volatility
2009-04-28,-0.45068768,0.0,-0.450687665,0.11575189,0.0,-0.36883873,-0.6943738,-0.5325366,0.0,-0.0031455585622901516,0.3185479365546332,37.95000076293945,-0.009655504562405826,0.6791,-0.006199999999999983,0.004832090233123939,-0.20120656999999997,-0.24546922,0.14839811918488346,0.33133003000000005,0.018380941741246187,0.042238451829581046,high_volatility
2009-04-29,-0.20334521,0.0,-0.16844456,0.049356963,0.0,-0.16844456,-0.6943738,-0.5325366,0.0,0.021269036366419414,0.3173561933013187,36.08000183105469,-0.0492753331828899,0.6618,-0.017299999999999982,0.04633540287853606,-0.044144199999999995,-0.19623631999999996,0.08098865598148257,0.15209211999999997,0.017002363320648854,0.042238451829581046,high_volatility
